transaction_id,customer_id,sale_date,sale_time,day_of_week,day_name,is_weekend,coffee_name,drink_price,total_cost,payment_method,datetime,time_of_day
TX_2448,CUST_9678,2025-07-02,13:32:38,3,Wednesday,False,Cappuccino,320.0,320.0,cash,2025-07-02 13:32:38,Afternoon
TX_2446,CUST_3296,2025-07-02,13:49:52,3,Wednesday,False,Flat white,340.0,580.0,card,2025-07-02 13:49:52,Afternoon
TX_2446,CUST_3296,2025-07-02,13:49:52,3,Wednesday,False,Batch brew,240.0,580.0,card,2025-07-02 13:49:52,Afternoon
TX_0345,CUST_3705,2025-07-02,13:56:11,3,Wednesday,False,Latte with add,440.0,440.0,card,2025-07-02 13:56:11,Afternoon
TX_0839,CUST_6345,2025-07-02,14:05:50,3,Wednesday,False,Raf coffee,420.0,420.0,cash,2025-07-02 14:05:50,Afternoon
TX_0328,CUST_3656,2025-07-02,14:07:45,3,Wednesday,False,Espresso,230.0,230.0,card,2025-07-02 14:07:45,Afternoon
TX_2564,CUST_9421,2025-07-02,14:09:18,3,Wednesday,False,Cappuccino,320.0,640.0,cash,2025-07-02 14:09:18,Afternoon
TX_2564,CUST_9421,2025-07-02,14:09:18,3,Wednesday,False,Cappuccino,320.0,640.0,cash,2025-07-02 14:09:18,Afternoon
TX_2731,CUST_4007,2025-07-02,14:13:42,3,Wednesday,False,Latte,340.0,340.0,card,2025-07-02 14:13:42,Afternoon
TX_2967,CUST_5573,2025-07-02,14:38:24,3,Wednesday,False,Latte,340.0,340.0,cash,2025-07-02 14:38:24,Afternoon
TX_2461,CUST_8057,2025-07-02,14:54:03,3,Wednesday,False,Warming drinks (tea),400.0,400.0,card,2025-07-02 14:54:03,Afternoon
TX_2391,CUST_2666,2025-07-02,14:57:42,3,Wednesday,False,Batch brew,240.0,820.0,card,2025-07-02 14:57:42,Afternoon
TX_2391,CUST_2666,2025-07-02,14:57:42,3,Wednesday,False,Latte,340.0,820.0,card,2025-07-02 14:57:42,Afternoon
TX_2391,CUST_2666,2025-07-02,14:57:42,3,Wednesday,False,Batch brew,240.0,820.0,card,2025-07-02 14:57:42,Afternoon
TX_0022,CUST_6584,2025-07-02,15:28:25,3,Wednesday,False,Latte,340.0,920.0,card,2025-07-02 15:28:25,Afternoon
TX_0022,CUST_6584,2025-07-02,15:28:25,3,Wednesday,False,Flat white,340.0,920.0,card,2025-07-02 15:28:25,Afternoon
TX_0022,CUST_6584,2025-07-02,15:28:25,3,Wednesday,False,Batch brew,240.0,920.0,card,2025-07-02 15:28:25,Afternoon
TX_2103,CUST_7246,2025-07-02,17:19:16,3,Wednesday,False,Cappuccino,320.0,320.0,card,2025-07-02 17:19:16,Evening
TX_2433,CUST_6958,2025-07-02,17:30:50,3,Wednesday,False,Latte with add,440.0,440.0,card,2025-07-02 17:30:50,Evening
TX_1789,CUST_8319,2025-07-02,17:40:38,3,Wednesday,False,Latte with add,440.0,440.0,cash,2025-07-02 17:40:38,Evening
TX_2134,CUST_7913,2025-07-02,18:04:45,3,Wednesday,False,Flat white,340.0,340.0,card,2025-07-02 18:04:45,Evening
TX_2675,CUST_8464,2025-07-02,18:27:37,3,Wednesday,False,Flat white,340.0,340.0,cash,2025-07-02 18:27:37,Evening
TX_0691,CUST_2945,2025-07-02,18:58:16,3,Wednesday,False,Latte,340.0,1080.0,card,2025-07-02 18:58:16,Evening
TX_0691,CUST_2945,2025-07-02,18:58:16,3,Wednesday,False,Warming drinks (tea),400.0,1080.0,card,2025-07-02 18:58:16,Evening
TX_0691,CUST_2945,2025-07-02,18:58:16,3,Wednesday,False,Latte,340.0,1080.0,card,2025-07-02 18:58:16,Evening
TX_0128,CUST_9237,2025-07-03,08:00:09,4,Thursday,False,Flat white,340.0,780.0,cash,2025-07-03 08:00:09,Morning
TX_0128,CUST_9237,2025-07-03,08:00:09,4,Thursday,False,Latte with add,440.0,780.0,cash,2025-07-03 08:00:09,Morning
TX_1874,CUST_3568,2025-07-03,08:15:05,4,Thursday,False,Flat white,340.0,340.0,card,2025-07-03 08:15:05,Morning
TX_2010,CUST_5988,2025-07-03,08:24:34,4,Thursday,False,Cappuccino,320.0,900.0,cash,2025-07-03 08:24:34,Morning
TX_2010,CUST_5988,2025-07-03,08:24:34,4,Thursday,False,Latte,340.0,900.0,cash,2025-07-03 08:24:34,Morning
TX_2010,CUST_5988,2025-07-03,08:24:34,4,Thursday,False,Batch brew,240.0,900.0,cash,2025-07-03 08:24:34,Morning
TX_2155,CUST_8980,2025-07-03,08:30:47,4,Thursday,False,Batch brew,240.0,240.0,cash,2025-07-03 08:30:47,Morning
TX_3012,CUST_5422,2025-07-03,08:39:36,4,Thursday,False,Cappuccino,320.0,900.0,card,2025-07-03 08:39:36,Morning
TX_3012,CUST_5422,2025-07-03,08:39:36,4,Thursday,False,Batch brew,240.0,900.0,card,2025-07-03 08:39:36,Morning
TX_3012,CUST_5422,2025-07-03,08:39:36,4,Thursday,False,Flat white,340.0,900.0,card,2025-07-03 08:39:36,Morning
TX_2493,CUST_2582,2025-07-03,08:41:21,4,Thursday,False,Latte,340.0,340.0,card,2025-07-03 08:41:21,Morning
TX_0802,CUST_7885,2025-07-03,08:45:25,4,Thursday,False,Raf coffee,420.0,420.0,card,2025-07-03 08:45:25,Morning
TX_2849,CUST_9717,2025-07-03,08:48:59,4,Thursday,False,Latte with add,440.0,920.0,cash,2025-07-03 08:48:59,Morning
TX_2849,CUST_9717,2025-07-03,08:48:59,4,Thursday,False,Batch brew,240.0,920.0,cash,2025-07-03 08:48:59,Morning
TX_2849,CUST_9717,2025-07-03,08:48:59,4,Thursday,False,Batch brew,240.0,920.0,cash,2025-07-03 08:48:59,Morning
TX_2542,CUST_5771,2025-07-03,08:51:15,4,Thursday,False,Raf coffee,420.0,420.0,cash,2025-07-03 08:51:15,Morning
TX_3491,CUST_7025,2025-07-03,08:55:01,4,Thursday,False,Espresso,230.0,230.0,card,2025-07-03 08:55:01,Morning
TX_0483,CUST_1511,2025-07-03,09:00:03,4,Thursday,False,Batch brew,240.0,240.0,card,2025-07-03 09:00:03,Morning
TX_1357,CUST_4185,2025-07-03,09:00:39,4,Thursday,False,Latte,340.0,340.0,cash,2025-07-03 09:00:39,Morning
TX_1653,CUST_3261,2025-07-03,09:02:47,4,Thursday,False,Cappuccino,320.0,320.0,card,2025-07-03 09:02:47,Morning
TX_0864,CUST_6979,2025-07-03,09:07:55,4,Thursday,False,Latte,340.0,580.0,cash,2025-07-03 09:07:55,Morning
TX_0864,CUST_6979,2025-07-03,09:07:55,4,Thursday,False,Batch brew,240.0,580.0,cash,2025-07-03 09:07:55,Morning
TX_0682,CUST_3545,2025-07-03,09:09:39,4,Thursday,False,Cappuccino,320.0,720.0,card,2025-07-03 09:09:39,Morning
TX_0682,CUST_3545,2025-07-03,09:09:39,4,Thursday,False,Warming drinks (tea),400.0,720.0,card,2025-07-03 09:09:39,Morning
TX_2239,CUST_4921,2025-07-03,09:09:49,4,Thursday,False,Flat white,340.0,340.0,card,2025-07-03 09:09:49,Morning
TX_2503,CUST_9813,2025-07-03,09:22:02,4,Thursday,False,Cappuccino,320.0,320.0,card,2025-07-03 09:22:02,Morning
TX_1343,CUST_5331,2025-07-03,09:26:41,4,Thursday,False,Batch brew,240.0,560.0,card,2025-07-03 09:26:41,Morning
TX_1343,CUST_5331,2025-07-03,09:26:41,4,Thursday,False,Cappuccino,320.0,560.0,card,2025-07-03 09:26:41,Morning
TX_0276,CUST_4423,2025-07-03,09:31:18,4,Thursday,False,Cappuccino,320.0,320.0,card,2025-07-03 09:31:18,Morning
TX_0406,CUST_4393,2025-07-03,09:38:28,4,Thursday,False,Raf coffee,420.0,420.0,card,2025-07-03 09:38:28,Morning
TX_2262,CUST_9934,2025-07-03,09:38:33,4,Thursday,False,Cappuccino,320.0,1080.0,card,2025-07-03 09:38:33,Morning
TX_2262,CUST_9934,2025-07-03,09:38:33,4,Thursday,False,Latte with add,440.0,1080.0,card,2025-07-03 09:38:33,Morning
TX_2262,CUST_9934,2025-07-03,09:38:33,4,Thursday,False,Cappuccino,320.0,1080.0,card,2025-07-03 09:38:33,Morning
TX_1862,CUST_4212,2025-07-03,09:38:37,4,Thursday,False,Cappuccino,320.0,320.0,card,2025-07-03 09:38:37,Morning
TX_0180,CUST_7311,2025-07-03,09:41:57,4,Thursday,False,Cappuccino,320.0,640.0,card,2025-07-03 09:41:57,Morning
TX_0180,CUST_7311,2025-07-03,09:41:57,4,Thursday,False,Cappuccino,320.0,640.0,card,2025-07-03 09:41:57,Morning
TX_1632,CUST_8206,2025-07-03,10:10:49,4,Thursday,False,Latte with add,440.0,440.0,card,2025-07-03 10:10:49,Morning
TX_0569,CUST_7740,2025-07-03,10:54:08,4,Thursday,False,Raf coffee,420.0,420.0,card,2025-07-03 10:54:08,Morning
TX_3288,CUST_7107,2025-07-03,11:00:50,4,Thursday,False,Latte,340.0,340.0,card,2025-07-03 11:00:50,Afternoon
TX_3468,CUST_2946,2025-07-03,12:52:22,4,Thursday,False,Batch brew,240.0,240.0,card,2025-07-03 12:52:22,Afternoon
TX_2710,CUST_9016,2025-07-03,13:01:14,4,Thursday,False,Batch brew,240.0,240.0,card,2025-07-03 13:01:14,Afternoon
TX_1928,CUST_6891,2025-07-03,13:07:42,4,Thursday,False,Raf coffee,420.0,820.0,card,2025-07-03 13:07:42,Afternoon
TX_1928,CUST_6891,2025-07-03,13:07:42,4,Thursday,False,Warming drinks (tea),400.0,820.0,card,2025-07-03 13:07:42,Afternoon
TX_2698,CUST_2946,2025-07-03,13:10:30,4,Thursday,False,Raf coffee,420.0,660.0,card,2025-07-03 13:10:30,Afternoon
TX_2698,CUST_2946,2025-07-03,13:10:30,4,Thursday,False,Batch brew,240.0,660.0,card,2025-07-03 13:10:30,Afternoon
TX_0890,CUST_1501,2025-07-03,13:29:38,4,Thursday,False,Latte with add,440.0,440.0,card,2025-07-03 13:29:38,Afternoon
TX_1683,CUST_9837,2025-07-03,13:34:45,4,Thursday,False,Latte,340.0,340.0,card,2025-07-03 13:34:45,Afternoon
TX_2778,CUST_1257,2025-07-03,13:37:28,4,Thursday,False,Warming drinks (tea),400.0,400.0,card,2025-07-03 13:37:28,Afternoon
TX_1088,CUST_2402,2025-07-03,13:37:40,4,Thursday,False,Batch brew,240.0,240.0,card,2025-07-03 13:37:40,Afternoon
TX_0028,CUST_5309,2025-07-03,13:37:53,4,Thursday,False,Cappuccino,320.0,560.0,card,2025-07-03 13:37:53,Afternoon
TX_0028,CUST_5309,2025-07-03,13:37:53,4,Thursday,False,Batch brew,240.0,560.0,card,2025-07-03 13:37:53,Afternoon
TX_1506,CUST_4592,2025-07-03,13:37:53,4,Thursday,False,Cappuccino,320.0,320.0,card,2025-07-03 13:37:53,Afternoon
TX_1398,CUST_4260,2025-07-03,13:38:18,4,Thursday,False,Raf coffee,420.0,420.0,card,2025-07-03 13:38:18,Afternoon
TX_1125,CUST_8417,2025-07-03,13:38:50,4,Thursday,False,Raf coffee,420.0,760.0,cash,2025-07-03 13:38:50,Afternoon
TX_1125,CUST_8417,2025-07-03,13:38:50,4,Thursday,False,Latte,340.0,760.0,cash,2025-07-03 13:38:50,Afternoon
TX_2755,CUST_4538,2025-07-03,13:41:34,4,Thursday,False,Raf coffee,420.0,420.0,card,2025-07-03 13:41:34,Afternoon
TX_2295,CUST_5832,2025-07-03,13:48:48,4,Thursday,False,Latte with add,440.0,440.0,card,2025-07-03 13:48:48,Afternoon
TX_1335,CUST_6693,2025-07-03,14:02:12,4,Thursday,False,Latte,340.0,340.0,card,2025-07-03 14:02:12,Afternoon
TX_0325,CUST_5452,2025-07-03,14:12:59,4,Thursday,False,Latte,340.0,340.0,card,2025-07-03 14:12:59,Afternoon
TX_0529,CUST_3321,2025-07-03,14:29:28,4,Thursday,False,Batch brew,240.0,560.0,card,2025-07-03 14:29:28,Afternoon
TX_0529,CUST_3321,2025-07-03,14:29:28,4,Thursday,False,Cappuccino,320.0,560.0,card,2025-07-03 14:29:28,Afternoon
TX_1526,CUST_2013,2025-07-03,14:34:14,4,Thursday,False,Batch brew,240.0,240.0,card,2025-07-03 14:34:14,Afternoon
TX_3477,CUST_1033,2025-07-03,14:40:08,4,Thursday,False,Latte,340.0,340.0,cash,2025-07-03 14:40:08,Afternoon
TX_2466,CUST_5552,2025-07-03,15:03:31,4,Thursday,False,Latte with add,440.0,440.0,card,2025-07-03 15:03:31,Afternoon
TX_0997,CUST_9027,2025-07-03,15:33:42,4,Thursday,False,Batch brew,240.0,560.0,card,2025-07-03 15:33:42,Afternoon
TX_0997,CUST_9027,2025-07-03,15:33:42,4,Thursday,False,Cappuccino,320.0,560.0,card,2025-07-03 15:33:42,Afternoon
TX_1165,CUST_2285,2025-07-03,17:01:56,4,Thursday,False,Cappuccino,320.0,320.0,card,2025-07-03 17:01:56,Evening
TX_1834,CUST_1315,2025-07-03,17:42:42,4,Thursday,False,Latte with add,440.0,440.0,card,2025-07-03 17:42:42,Evening
TX_2325,CUST_6652,2025-07-03,18:11:30,4,Thursday,False,Latte with add,440.0,440.0,card,2025-07-03 18:11:30,Evening
TX_1988,CUST_8463,2025-07-03,18:12:49,4,Thursday,False,Raf coffee,420.0,1200.0,card,2025-07-03 18:12:49,Evening
TX_1988,CUST_8463,2025-07-03,18:12:49,4,Thursday,False,Latte with add,440.0,1200.0,card,2025-07-03 18:12:49,Evening
TX_1988,CUST_8463,2025-07-03,18:12:49,4,Thursday,False,Latte,340.0,1200.0,card,2025-07-03 18:12:49,Evening
TX_1400,CUST_8506,2025-07-03,18:41:41,4,Thursday,False,Cappuccino,320.0,320.0,card,2025-07-03 18:41:41,Evening
TX_1575,CUST_5614,2025-07-03,19:07:08,4,Thursday,False,Raf coffee,420.0,420.0,card,2025-07-03 19:07:08,Evening
TX_0910,CUST_5436,2025-07-04,08:06:43,5,Friday,False,Latte with add,440.0,440.0,cash,2025-07-04 08:06:43,Morning
TX_0992,CUST_3956,2025-07-04,08:08:19,5,Friday,False,Flat white,340.0,740.0,cash,2025-07-04 08:08:19,Morning
TX_0992,CUST_3956,2025-07-04,08:08:19,5,Friday,False,Warming drinks (tea),400.0,740.0,cash,2025-07-04 08:08:19,Morning
TX_0546,CUST_3884,2025-07-04,08:29:26,5,Friday,False,Cappuccino,320.0,320.0,card,2025-07-04 08:29:26,Morning
TX_1644,CUST_9007,2025-07-04,08:38:35,5,Friday,False,Cappuccino,320.0,320.0,card,2025-07-04 08:38:35,Morning
TX_0379,CUST_1886,2025-07-04,08:54:54,5,Friday,False,Raf coffee,420.0,420.0,cash,2025-07-04 08:54:54,Morning
TX_3147,CUST_6370,2025-07-04,09:13:10,5,Friday,False,Cappuccino,320.0,320.0,cash,2025-07-04 09:13:10,Morning
TX_3083,CUST_6142,2025-07-04,09:28:57,5,Friday,False,Latte with add,440.0,440.0,card,2025-07-04 09:28:57,Morning
TX_3357,CUST_5036,2025-07-04,09:36:44,5,Friday,False,Espresso,230.0,230.0,card,2025-07-04 09:36:44,Morning
TX_2566,CUST_2599,2025-07-04,09:41:17,5,Friday,False,Warming drinks (tea),400.0,400.0,card,2025-07-04 09:41:17,Morning
TX_2683,CUST_1672,2025-07-04,09:48:10,5,Friday,False,Batch brew,240.0,240.0,cash,2025-07-04 09:48:10,Morning
TX_0007,CUST_9667,2025-07-04,10:05:07,5,Friday,False,Latte with add,440.0,440.0,cash,2025-07-04 10:05:07,Morning
TX_0574,CUST_2586,2025-07-04,10:06:16,5,Friday,False,Batch brew,240.0,580.0,cash,2025-07-04 10:06:16,Morning
TX_0574,CUST_2586,2025-07-04,10:06:16,5,Friday,False,Latte,340.0,580.0,cash,2025-07-04 10:06:16,Morning
